vix_warning_low,vix_warning_high,vix_risk_low,vix_risk_high,vix_crash_th,vix_extreme_th,panic_drop_pct,risk_warning_pos,panic_reversal_pos,risk_warning_confirm_days,risk_warning_gap_buy_pct,risk_repair_vix_th,risk_repair_gap_buy_pct,risk_on_gap_buy_pct,panic_gap_buy_pct,cagr,max_dd,calmar,vol,sharpe,total_turnover,annual_turnover,trade_count,avg_position,time_in_market,worst_year,recovery_days,total_ret,score
15,20,20,30,30,45,0.02,0.6,0.5,2,0.5,20,0.67,1.0,1.0,0.09741831584611438,-0.13079025837054453,0.7448438213962126,0.08937139799134264,1.0900390733011835,203.24154423776216,18.670516607857802,525,0.6431536727486623,64.31536727486623,-0.06968529849613936,484,1.7509296943180939,0.21495245642098676
15,20,20,30,30,45,0.02,0.7,0.4,3,0.25,20,0.67,1.0,1.0,0.09825637906063789,-0.13191861773197805,0.7448257171725945,0.09011115181390832,1.090390890392241,195.7415881763912,17.981543028527888,513,0.6498222809063728,64.98222809063728,-0.06310885060411442,399,1.7738848455731442,0.23800118719252344
15,20,20,30,30,45,0.02,0.7,0.4,3,0.33,20,0.67,1.0,0.5,0.09823060532943906,-0.1319186177319777,0.7446303411775933,0.09017701775006348,1.089308648481779,195.16399919838835,17.92848357827247,515,0.6501131178066529,65.0113117806653,-0.06074017916094576,399,1.7731763000429983,0.23939759470518557
15,20,20,30,30,45,0.02,0.7,0.4,3,0.33,20,0.67,1.0,1.0,0.09822193085757136,-0.13191861773197744,0.7445645849407811,0.09024655956270336,1.0883731339290192,196.51399919838838,18.052499549097423,514,0.6503683096405142,65.03683096405142,-0.06310885060411442,399,1.7729378671456697,0.23561135934362537
15,20,20,30,30,45,0.02,0.6,0.5,2,0.5,20,0.5,1.0,0.5,0.0972988247612585,-0.13079025837054462,0.7439302129490346,0.08902050020001501,1.0929934626590887,199.1,18.290059104627765,526,0.641565404379716,64.1565404379716,-0.06496167413551468,399,1.7476708379541517,0.23010691940883415
15,20,20,30,30,45,0.02,0.7,0.4,3,0.5,20,0.67,1.0,0.5,0.09801133602445167,-0.13191861773197755,0.7429681853063669,0.09039409373381635,1.0842670353338109,196.45183231701617,18.04678867047036,515,0.6509732485176345,65.09732485176345,-0.06074017916094576,399,1.7671550123636295,0.23418628606802266
15,20,20,30,30,45,0.02,0.7,0.4,3,0.5,20,0.67,1.0,1.0,0.09800266328450213,-0.13191861773197788,0.7429024421982379,0.09046346866401689,1.0833396588902198,197.8018323170162,18.170804641295312,514,0.6512284403514959,65.12284403514958,-0.06310885060411442,399,1.7669170971661918,0.2304000638351444
15,20,20,30,30,45,0.02,0.6,0.5,2,0.5,20,0.5,1.0,1.0,0.09715642431471805,-0.13079025837054442,0.7428414434312248,0.0891896002047891,1.0893245859566165,201.79999999999998,18.538091046277664,525,0.6420757880474387,64.20757880474387,-0.06968529849613936,484,1.7437917579958664,0.21692284530340328
15,20,20,30,30,45,0.02,0.7,0.4,3,0.25,20,0.5,1.0,0.5,0.09799277516700045,-0.13191861773197752,0.7428274860042493,0.0897581875083692,1.0917419110971178,192.06767578125,17.644043908224738,514,0.6480650166313819,64.80650166313819,-0.06074017916094576,399,1.7666458637516027,0.24612792963327385
15,20,20,30,30,45,0.02,0.7,0.4,3,0.25,20,0.5,1.0,1.0,0.09798410257365497,-0.13191861773197755,0.742761744007444,0.08982805355104953,1.0907962345857838,193.41767578124998,17.768059879049687,513,0.6483202084652432,64.83202084652432,-0.06310885060411442,399,1.7664079923298712,0.24234170851171993
